title,platform,link
Dad Beat Dads,xbox,http://static.metacritic.com/images/products/games/4/e4833ffdeb5e04df3ec14c4940044798-98.jpg
Dance Central Spotlight,xbox,http://static.metacritic.com/images/products/games/6/521b9289c56da31c93250e5a5d21020e-98.jpg
Dangerous Golf,xbox,http://static.metacritic.com/images/products/games/7/b47f382068c57fef6a05d54193ff1573-98.jpg
Dark Souls II: Scholar of the First Sin,xbox,http://static.metacritic.com/images/products/games/1/d77105c24162e419f6359fad4e8a3885-98.jpg
Dark Souls III,xbox,http://static.metacritic.com/images/products/games/3/1c85bae45b1d549c2c22ae0780106bc5-98.jpg
Dark Souls III: Ashes of Ariandel,xbox,http://static.metacritic.com/images/products/games/5/ddb1cd65ac72203cf300f9ff56f73f49-98.jpg
Darksiders II: Deathinitive Edition,xbox,http://static.metacritic.com/images/products/games/0/56da89120d0c98207e6d633552b6f72d-98.jpg
Darksiders: Warmastered Edition,xbox,http://static.metacritic.com/images/products/games/1/0c2f718cf53f58dc639d5efa09d95950-98.jpg
DC Universe Online,xbox,http://static.metacritic.com/images/products/games/3/4e84fd11f287dfa117853c9761fa53b9-98.jpg
Dead Island: Definitive Collection,xbox,http://static.metacritic.com/images/products/games/1/6778c4be7dba7287418a7b19afcce3c2-98.jpg
Dead Island: Retro Revenge,xbox,http://static.metacritic.com/images/products/games/2/feea53bcd7d1f6fac7de7c229b6f9129-98.jpg
Dead Island: Riptide - Definitive Edition,xbox,http://static.metacritic.com/images/products/games/1/e8d0fd42e81f89a58fad10263e09d70a-98.jpg
Dead or Alive 5: Last Round,xbox,http://static.metacritic.com/images/products/games/7/5c9d5129b13a435e7f66ba5631e06a26-98.jpg
Dead Rising,xbox,http://static.metacritic.com/images/products/games/3/2df4deb56834277bcac2eddcab63e0f2-98.jpg
Dead Rising 2,xbox,http://static.metacritic.com/images/products/games/5/bc523fb0dc7205e1b45024b6c3d1bd6b-98.jpg
Dead Rising 2: Off the Record,xbox,http://static.metacritic.com/images/products/games/7/bd4e777a858df8092902afcedcac465b-98.jpg
Dead Rising 3,xbox,http://static.metacritic.com/images/products/games/0/081b54db73d931ba855fe2b21e159f26-98.jpg
Dead Rising 3: Apocalypse Edition,xbox,http://static.metacritic.com/images/products/games/2/68b67100cee8c9715b3ac0cb2eff0f2a-98.jpg
Dead Rising 3: Chaos Rising,xbox,http://static.metacritic.com/images/products/games/8/4a08ed964da0404647a4650ddfe62299-98.jpg
Dead Rising 3: Fallen Angel,xbox,http://static.metacritic.com/images/products/games/1/6a3204289a5c580f791e57ed32e4970e-98.jpg
Dead Rising 3: Operation Broken Eagle,xbox,http://static.metacritic.com/images/products/games/3/096495e55c7cfe5932c7baf53ac01d91-98.jpg
Dead Rising 3: The Last Agent,xbox,http://static.metacritic.com/images/products/games/7/2b9ce1e5bfe21f8795e44f2e6122323f-98.jpg
Dead Rising 4,xbox,http://static.metacritic.com/images/products/games/2/4899ec03103373df932955167a9b1589-98.jpg
Dead Rising Triple Pack,xbox,http://static.metacritic.com/images/products/games/7/70222a75447bd9528d645a8ce17f11bb-98.jpg
Dead Synchronicity: Tomorrow Comes Today,xbox,http://static.metacritic.com/images/products/games/8/3bdae551ebde290697122e14701a0845-98.jpg
Deadlight: Director's Cut,xbox,http://static.metacritic.com/images/products/games/7/4e6651fe1dd4141f30a4dcba49bf681a-98.jpg
Deadpool,xbox,http://static.metacritic.com/images/products/games/4/51b0c17afcff8b9a9b4dc83f0c7025db-98.jpg
Dear Esther,xbox,http://static.metacritic.com/images/products/games/7/284e8edf1f95cc2ca7e1b1f473aa2aa5-98.jpg
Death God University,xbox,http://static.metacritic.com/images/products/games/98w-game.jpg
Destiny,xbox,http://static.metacritic.com/images/products/games/9/40c3ed2e10cba2dc43eaf2f2dcfd9556-98.jpg
Destiny: House of Wolves,xbox,http://static.metacritic.com/images/products/games/0/3dcf7da83a843f42652fce1f0a25d928-98.jpg
Destiny: Rise of Iron,xbox,http://static.metacritic.com/images/products/games/2/9fd9b844cd80fa44b22d7bc1e7f17107-98.jpg
Destiny: The Collection,xbox,http://static.metacritic.com/images/products/games/9/203b0537d7b7affd9355cf7ee216952e-98.jpg
Destiny: The Dark Below,xbox,http://static.metacritic.com/images/products/games/0/cfb7a99c439c0eb5821e7d62da106413-98.jpg
Destiny: The Taken King,xbox,http://static.metacritic.com/images/products/games/2/721690b21a50edc2f69b3ab11b6c0cab-98.jpg
Destiny: The Taken King - Legendary Edition,xbox,http://static.metacritic.com/images/products/games/1/156f27d306a1cc78f388f2c541565356-98.jpg
Deus Ex: Mankind Divided,xbox,http://static.metacritic.com/images/products/games/1/0554f68639b27543754ddcf716d6c3dd-98.jpg
Deus Ex: Mankind Divided - System Rift,xbox,http://static.metacritic.com/images/products/games/4/1f3fbd6cbfe292d7a918cde6aab159b1-98.jpg
Devil May Cry 4: Special Edition,xbox,http://static.metacritic.com/images/products/games/7/39d02fb643bc72a10f487d810dc11fac-98.jpg
Dex (Enhanced Version),xbox,http://static.metacritic.com/images/products/games/3/c6143acfa30068c3edbe88f6cccee601-98.jpg
DG2: Defense Grid 2,xbox,http://static.metacritic.com/images/products/games/1/d5e49d8f672707397ff38341a6ec105e-98.jpg
Diablo III: Ultimate Evil Edition,xbox,http://static.metacritic.com/images/products/games/2/521b7adfd66b6d002c14c32d3e969c72-98.jpg
DiRT Rally,xbox,http://static.metacritic.com/images/products/games/6/a1f6f9ca6c54f3afd00465790977d2c6-98.jpg
Dishonored 2,xbox,http://static.metacritic.com/images/products/games/5/9119e356bf1c8975718c445df0391b94-98.jpg
Dishonored: Definitive Edition,xbox,http://static.metacritic.com/images/products/games/8/bddfac07b4ba26b7694b69d7340d1c57-98.jpg
Disney Infinity 2.0 Edition,xbox,http://static.metacritic.com/images/products/games/0/9020e49cf53c1b30ff4f5b9358d352a1-98.jpg
Disney Infinity 3.0 Edition,xbox,http://static.metacritic.com/images/products/games/9/6f98c48e781af2c0e7cb8d30c3cd7ccf-98.jpg
Disney Infinity: Marvel Super Heroes - Guardians of the Galaxy Playset,xbox,http://static.metacritic.com/images/products/games/98w-game.jpg
Disney Infinity: Marvel Super Heroes - Ultimate Spider Man Playset,xbox,http://static.metacritic.com/images/products/games/98w-game.jpg
Divekick: Addition Edition +,xbox,http://static.metacritic.com/images/products/games/1/b8b04cd85763eb91280e7595fc149c11-98.jpg
Divinity: Original Sin Enhanced Edition,xbox,http://static.metacritic.com/images/products/games/5/82e359a767d1722a49999e84ff97e89e-98.jpg
DmC: Devil May Cry Definitive Edition,xbox,http://static.metacritic.com/images/products/games/1/1e0102f67d93ac4cfbfe552d56c79e83-98.jpg
Dogos,xbox,http://static.metacritic.com/images/products/games/9/ac82ceea4eba4008042ec5599f336ed2-98.jpg
Don Bradman Cricket,xbox,http://static.metacritic.com/images/products/games/8/9607b3aa5451f945db65cf585946ca5f-98.jpg
Don't Starve: Giant Edition,xbox,http://static.metacritic.com/images/products/games/4/34973f16065e0a03a676d1fe1bed38e1-98.jpg
Don't Starve: Shipwrecked,xbox,http://static.metacritic.com/images/products/games/98w-game.jpg
Doodle God: Ultimate Edition,xbox,http://static.metacritic.com/images/products/games/6/8273d729cd3b35bea518ace962c3a58d-98.jpg
DOOM,xbox,http://static.metacritic.com/images/products/games/3/6f10b9a6a37276f25667077fefc251b0-98.jpg
DOOM: Hell Followed,xbox,http://static.metacritic.com/images/products/games/98w-game.jpg
DOOM: Unto The Evil,xbox,http://static.metacritic.com/images/products/games/5/b50381aa5ffa60206a7df277445abc4c-98.jpg
Dovetail Games Euro Fishing,xbox,http://static.metacritic.com/images/products/games/2/e39a757fecf85bf1fe899feab332565c-98.jpg
Dragon Age: Inquisition,xbox,http://static.metacritic.com/images/products/games/6/cdbb455cc53e25ad6c46902a8b39d824-98.jpg
Dragon Age: Inquisition - Game of the Year Edition,xbox,http://static.metacritic.com/images/products/games/6/ef0e66927bb9e70a0fe4cc4d56095e8b-98.jpg
Dragon Age: Inquisition - Jaws Of Hakkon,xbox,http://static.metacritic.com/images/products/games/7/993b262fbc9a98fce1c86b8339c57d89-98.jpg
Dragon Age: Inquisition - The Descent,xbox,http://static.metacritic.com/images/products/games/98w-game.jpg
Dragon Age: Inquisition - Trespasser,xbox,http://static.metacritic.com/images/products/games/3/eb663c9f41c6d702c4b06d380ee5d22e-98.jpg
Dragon Ball: Xenoverse,xbox,http://static.metacritic.com/images/products/games/1/fd7fef16cba7a92cb111c17a430de5d9-98.jpg
Dragon Ball: Xenoverse 2,xbox,http://static.metacritic.com/images/products/games/9/1b5b7d972ece9cb891a01694b4eda3ea-98.jpg
Draw a Stickman: EPIC,xbox,http://static.metacritic.com/images/products/games/4/0e2ce604aa34553c9ac4b3a62127a2b2-98.jpg
Draw a Stickman: EPIC and Friend's Journey,xbox,http://static.metacritic.com/images/products/games/0/c9dfb55d3a3997c6170485d574d750a1-98.jpg
Drawful 2,xbox,http://static.metacritic.com/images/products/games/4/ac61e73b328886dccde179ef4ff2b02d-98.jpg
Dreamals: Dream Quest,xbox,http://static.metacritic.com/images/products/games/9/f0201618b7aa76924e6fecd0bfcc58f6-98.jpg
Dreamfall Chapters,xbox,http://static.metacritic.com/images/products/games/98w-game.jpg
DUCATI: 90th Anniversary,xbox,http://static.metacritic.com/images/products/games/1/dd23255d1ff3f7b0bd334b6b9b815ddb-98.jpg
Duck Dynasty,xbox,http://static.metacritic.com/images/products/games/4/f1aca14efbb9b13a69126dce6dd2fb96-98.jpg
Duke Nukem 3D: 20th Anniversary World Tour,xbox,http://static.metacritic.com/images/products/games/2/1f6a83f648180141f545b2f444cde84d-98.jpg
Dungeon of the Endless,xbox,http://static.metacritic.com/images/products/games/5/3cfaf21b4ef8058108480c982e3d2234-98.jpg
Dungeon Punks,xbox,http://static.metacritic.com/images/products/games/5/4770b9f9cda20441f769d9dd01e7f4a2-98.jpg
Dying Light,xbox,http://static.metacritic.com/images/products/games/8/a704fb4e8aca3eefe485f9407e23082d-98.jpg
Dying Light: The Bozak Horde,xbox,http://static.metacritic.com/images/products/games/9/f15481bafa9e7dd3a69b23c44aecc8b9-98.jpg
Dying Light: The Following,xbox,http://static.metacritic.com/images/products/games/9/1887999d605fb4f1b1b425da7645f0c8-98.jpg
Dying Light: The Following - Enhanced Edition,xbox,http://static.metacritic.com/images/products/games/1/ebfcf70e5d90148a28b52d93820373a7-98.jpg
Dynamite Fishing: World Games,xbox,http://static.metacritic.com/images/products/games/7/dfbbce2b756fd68655a81bc23582d9cf-98.jpg
Dynasty Warriors 8 Empires,xbox,http://static.metacritic.com/images/products/games/6/ac3e531555e8b584209b451a998cfad5-98.jpg
EA Sports UFC,xbox,http://static.metacritic.com/images/products/games/2/58dd66974395c983c20f8e42da0e50b3-98.jpg
EA Sports UFC 2,xbox,http://static.metacritic.com/images/products/games/1/fc99ab8d8e7a861f6b3699f165934f99-98.jpg
Earth's Dawn,xbox,http://static.metacritic.com/images/products/games/3/ff432904ef0bcaaad80a97ddc9662574-98.jpg
Earthlock: Festival of Magic,xbox,http://static.metacritic.com/images/products/games/4/6c935641a78536d279fab546dc3baa6d-98.jpg
Electronic Super Joy,xbox,http://static.metacritic.com/images/products/games/0/14d8cbe6999cd08acbc21a6f1cc80096-98.jpg
Electronic Super Joy: Hot Sticky Mess,xbox,http://static.metacritic.com/images/products/games/3/a4ab986a7cbd1a3512ab89f09931d9d3-98.jpg
Elite Dangerous: Horizons,xbox,http://static.metacritic.com/images/products/games/98w-game.jpg
Elite: Dangerous,xbox,http://static.metacritic.com/images/products/games/1/7b494b8afe076305c4c6a5c582921718-98.jpg
Elite: Dangerous - Arena,xbox,http://static.metacritic.com/images/products/games/2/47aa061074729b69a715f649b90de55b-98.jpg
Elite: Dangerous - Commander: Deluxe Edition,xbox,http://static.metacritic.com/images/products/games/98w-game.jpg
Elite: Dangerous - Standard Edition,xbox,http://static.metacritic.com/images/products/games/3/2a90c3660f574428e53745a35eef7fe8-98.jpg
Emily Wants To Play,xbox,http://static.metacritic.com/images/products/games/9/b85388d1c0fe7939c408a59be6e4c30a-98.jpg
Energy Cycle,xbox,http://static.metacritic.com/images/products/games/4/dfef1e9a0f43d5874019bfbba48fbf4d-98.jpg
Enigmatis 2: The Mists of Ravenwood,xbox,http://static.metacritic.com/images/products/games/1/d2479768d1ce1f5b83737f4b3fad4e8e-98.jpg
Enigmatis: The Ghosts of Maple Creek,xbox,http://static.metacritic.com/images/products/games/4/aa3dc6e8fb0432f6d2befb1fc39d4445-98.jpg
Ethan: Meteor Hunter,xbox,http://static.metacritic.com/images/products/games/7/3a6108559db4fe10178fb040b0d51b28-98.jpg
Eventide: Slavic Fable,xbox,http://static.metacritic.com/images/products/games/6/e17a8eb6dd3e87b2ca7c26e3098e6bdc-98.jpg
EVERSPACE,xbox,http://static.metacritic.com/images/products/games/4/e09f731fcb7e5afb36c6391f45115d37-98.jpg
Evolve,xbox,http://static.metacritic.com/images/products/games/5/0fdcb5816d11d24a1e5c4b0cce470327-98.jpg
Evolve: The Hunt Evolves,xbox,http://static.metacritic.com/images/products/games/98w-game.jpg
Evolve: Ultimate Edition,xbox,http://static.metacritic.com/images/products/games/5/f631220cd327742bfa57d45231bd55da-98.jpg
Exile's End,xbox,http://static.metacritic.com/images/products/games/1/fbe47fc8cf46c7e7f91d9a3301838db5-98.jpg
Extreme Exorcism,xbox,http://static.metacritic.com/images/products/games/3/8df1db680deb0716a18f3cd653980d34-98.jpg
F1 2015,xbox,http://static.metacritic.com/images/products/games/1/aa2522131442278816a47b2be79acf82-98.jpg
F1 2016,xbox,http://static.metacritic.com/images/products/games/6/e6dfc923969a52a9ba566b79109c5200-98.jpg
Factotum 90,xbox,http://static.metacritic.com/images/products/games/1/31dd7cefbe88c0506314f80397c0c26e-98.jpg
Fallout 4,xbox,http://static.metacritic.com/images/products/games/8/e5ab8d808956ca18bc20ffb921979f40-98.jpg
Fallout 4: Automatron,xbox,http://static.metacritic.com/images/products/games/5/659b815fcaeaeab06f4f79498bf26a9e-98.jpg
Fallout 4: Contraptions Workshop,xbox,http://static.metacritic.com/images/products/games/9/495cb52b49769e43f7a7171027a61bbb-98.jpg
Fallout 4: Far Harbor,xbox,http://static.metacritic.com/images/products/games/0/539e3b7afedb66da38c54afe28bd08b0-98.jpg
Fallout 4: Nuka-World,xbox,http://static.metacritic.com/images/products/games/4/3525296f281d3fb95e8b6cb62fafab17-98.jpg
Fallout 4: Vault-Tec Workshop,xbox,http://static.metacritic.com/images/products/games/0/e5aa23c3afe6e9005d406f007d3e1457-98.jpg
Fallout 4: Wasteland Workshop,xbox,http://static.metacritic.com/images/products/games/8/0dc4f5543ed608870519ce5ea6aa67f8-98.jpg
Fantasia: Music Evolved,xbox,http://static.metacritic.com/images/products/games/0/33602398491f366b21c41faa29042ba8-98.jpg
Far Cry 4,xbox,http://static.metacritic.com/images/products/games/9/5c107c482b33bc6b526b3806cfb4e710-98.jpg
Far Cry 4: Escape from Durgesh Prison,xbox,http://static.metacritic.com/images/products/games/7/203dd7a40b5e8e74182ba1417cf8f465-98.jpg
Far Cry 4: Valley of the Yetis,xbox,http://static.metacritic.com/images/products/games/5/9c0df8846584574e0e4f7f4690e1de22-98.jpg
Far Cry Primal,xbox,http://static.metacritic.com/images/products/games/6/df1dac5ccf4511000508ad543ae8b970-98.jpg
Farming Simulator 15,xbox,http://static.metacritic.com/images/products/games/1/cf690f7696ce9502cd085cd3ad968a18-98.jpg
Farming Simulator 17,xbox,http://static.metacritic.com/images/products/games/7/fe0575a10667b961b457c330243e1ea8-98.jpg
Fat City,xbox,http://static.metacritic.com/images/products/games/6/5ccd9fbbf73f836019f701fc4129e4a2-98.jpg
Fenix Furia,xbox,http://static.metacritic.com/images/products/games/8/296b310dcb2a732f286fe43ae78651fd-98.jpg
Fermi's Path,xbox,http://static.metacritic.com/images/products/games/4/77bef0006d25cd91ac25fb0a4e7f07f8-98.jpg
Fibbage: The Hilarious Bluffing Party Game,xbox,http://static.metacritic.com/images/products/games/0/4c5a524de88865f206e9041bb4f347f9-98.jpg
FIFA 14,xbox,http://static.metacritic.com/images/products/games/0/582932037740b6dfc9b7faadfdb21356-98.jpg
FIFA 15,xbox,http://static.metacritic.com/images/products/games/6/61a3915d888837e58091ff4b81b0c62c-98.jpg
FIFA 16,xbox,http://static.metacritic.com/images/products/games/5/2bae2bbae1a63e01c5f7b4a2c10dc510-98.jpg
FIFA 17,xbox,http://static.metacritic.com/images/products/games/9/7c71b9109f48b00bcbbcdaede4f29f89-98.jpg
Fighter Within,xbox,http://static.metacritic.com/images/products/games/6/ee853e354954b653b3ec20faabcc77ea-98.jpg
Final Fantasy Type-0 HD,xbox,http://static.metacritic.com/images/products/games/8/ffae40907abd85347a7d96f23277bcdb-98.jpg
Final Fantasy XV,xbox,http://static.metacritic.com/images/products/games/3/31b326779f782c53cb210996105b308f-98.jpg
Firewatch,xbox,http://static.metacritic.com/images/products/games/9/d3a6d6320c98c3c7537c62419f50eaf8-98.jpg
Flockers,xbox,http://static.metacritic.com/images/products/games/7/3c06fdb0076dc79391fe5cabffa17c66-98.jpg
For Honor,xbox,http://static.metacritic.com/images/products/games/2/09df56863d339cb99fb3651459f14f50-98.jpg
FORCED,xbox,http://static.metacritic.com/images/products/games/5/81d8624f89ae89ab322d9a40c1e2c621-98.jpg
Forestry 2017: The Simulation,xbox,http://static.metacritic.com/images/products/games/5/5ad9c872971e0b7b04d660b4a6dc3119-98.jpg
Fortified,xbox,http://static.metacritic.com/images/products/games/2/e6ea4c1963ae8df7a58ea2c9c76f7464-98.jpg
Forza Horizon 2,xbox,http://static.metacritic.com/images/products/games/1/c6b194fdd20fbcf4b6761ad25f8baec1-98.jpg
Forza Horizon 2 Presents Fast & Furious,xbox,http://static.metacritic.com/images/products/games/3/4bfed592ccf0e043b35bd3a185233400-98.jpg
Forza Horizon 2: Storm Island,xbox,http://static.metacritic.com/images/products/games/0/88f2f714733dad62cfdd4adab2796fb9-98.jpg
Forza Horizon 3,xbox,http://static.metacritic.com/images/products/games/7/54e778c0e3754fadc76bf8ec565130d6-98.jpg
Forza Motorsport 5,xbox,http://static.metacritic.com/images/products/games/4/b1fe62354357758a9b3ff8f6a7f73648-98.jpg
Forza Motorsport 6,xbox,http://static.metacritic.com/images/products/games/6/8a6cb38b3282ebcb961abd0b40892a03-98.jpg
Forza Motorsport 6 NASCAR Expansion,xbox,http://static.metacritic.com/images/products/games/0/28388af4aec8ff12c6611af05ed10317-98.jpg
Fragments of Him,xbox,http://static.metacritic.com/images/products/games/1/e6b1b3e1d612f687c334ecd712c2a106-98.jpg
FreezeME,xbox,http://static.metacritic.com/images/products/games/6/bc8e4be79c7db9871f1933f7874f29aa-98.jpg
